source	target	kind	discovery	blame_date	file_created	evidence
244	193	context	at-creation	2026-09-03	2026-09-03	This is M-193's (put `kernel/src` within reach of the prover) **option B** with a name and a
244	238	context	at-creation	2026-09-03	2026-09-03	way M-238's does, plus the number that shows the split was worth making: how many of
246	244	context	at-creation	2026-09-03	2026-09-03	**Status: BUILT.** Minted 2026-09-03 by calef, from M-244's (the largest crate in the tree is
246	193	context	at-creation	2026-09-03	2026-09-03	turning it red. State the mutant that was run and that it was caught, the way M-193's block
246	250	context	UNKNOWN	87	2026-09-03	  scored unviable rather than missed. `measured_boot` had nine such. calef minted M-250 from
246	354	superseded	UNKNOWN	89	2026-09-03	  433 as `design/roadmap/354-the-mutants-nobody-counts.md` and superseded by 250 in the same act,
246	244	context	at-creation	2026-09-03	2026-09-03	  of its 196 mutants stay unreachable by construction; M-244's block carries the split.
247	244	context	at-creation	2026-09-03	2026-09-03	**Status: BUILT** on 2026-09-03. Minted the same day by calef, after M-244 named work that
247	252	context	at-creation	2026-09-03	2026-09-03	*(Status corrected by M-252's lane. It merged still reading IN-PROGRESS on its own branch,
247	94	context	at-creation	2026-09-03	2026-09-03	**And a mechanism**, because a sweep that is not made repeatable is M-94 again with a new
247	94	context	at-creation	2026-09-03	2026-09-03	   red. Without this the sweep has a shelf life and M-94 already measured it at twelve days.
247	57	context	at-creation	2026-09-03	2026-09-03	"built, then removed" was answered when calef minted `REMOVED` on 2026-08-30; M-57's
248	240	context	at-creation	2026-09-03	2026-09-03	**Status: NOT-STARTED.** Minted 2026-09-03 by calef, from M-240's (the soak reports what
248	240	context	at-creation	2026-09-03	2026-09-03	card and one build, and M-240's census explained it. The explanation makes a count the
248	240	context	at-creation	2026-09-03	2026-09-03	`#[cfg(feature = "soak")]` that M-240's census already sits behind, costing the shipped
248	219	context	at-creation	2026-09-03	2026-09-03	  shape chosen for M-219; a real system's mix is not that, and the fifteenfold figure should
249	240	context	at-creation	2026-09-03	2026-09-03	M-240's census explained it: rate tracks the number of cores free of grinders and carrying an
249	87	context	at-creation	2026-09-03	2026-09-03	same condition M-87's UEFI lane worked in and is why the deliverable is shaped the way that
249	219	context	at-creation	2026-09-03	2026-09-03	   run away to get the board back. Disarming leaves the board in M-219's understood state,
249	218	context	at-creation	2026-09-03	2026-09-03	is exactly the escape a person had before M-218 removed the need for it.
249	218	context	at-creation	2026-09-03	2026-09-03	of the only board of its kind this project owns, which M-218 already refused to write to for
249	248	context	at-creation	2026-09-03	2026-09-03	**This is not M-248** (a placement can only be drawn, never constructed, so the strongest
249	224	context	at-creation	2026-09-04	2026-09-03	firmware has actually refused reset type 1"*. It has now effectively refused, so **M-224**
249	477	context	later	2026-09-20	2026-09-03	  This refusal is M-477 (design/roadmap/477-a-power-cycled-boot-series.md), which carries it
250	246	context	at-creation	2026-09-03	2026-09-03	**Status: NOT-STARTED.** Minted 2026-09-03 by calef, from M-246's (measured boot's refusal
250	246	context	at-creation	2026-09-03	2026-09-03	  and larger hole: M-246's block already records that `system_initializer::measured` gets no
251	238	context	at-creation	2026-09-03	2026-09-03	scheduled workflows (M-238) and `script/roadmap --proposed` took for the proposal pile
251	247	context	at-creation	2026-09-03	2026-09-03	(M-247). Two signals are available and neither claims to know the answer:
251	238	context	at-creation	2026-09-03	2026-09-03	minutes, it already reports queue conditions a session should act on, and M-238 delivered
252	247	context	at-creation	2026-09-03	2026-09-03	**Status: BUILT** on 2026-09-03. Minted the same evening M-247 shipped, by calef, after a
252	16	context	at-creation	2026-09-03	2026-09-03	already exists, and it is exactly what M-16's first two items needed.
252	16	context	at-creation	2026-09-03	2026-09-03	tree rather than against the block's own prose, which is the method that found M-16's two
252	53	context	at-creation	2026-09-03	2026-09-03	  cites files the SMB removal deleted on 2026-08-30, and M-53's ranking argument rests on
252	55	context	at-creation	2026-09-03	2026-09-03	  M-55, which is `REMOVED`.
252	333	context	UNKNOWN	99	2026-09-03	`design/roadmap/333-claims-the-sweep-found-false-outside-the-roadmap.md`.
252	75	context	UNKNOWN	121	2026-09-03	  this, as the `BUGS` above says, and the sweep found a worked example of a false one: M-75
252	357	context	UNKNOWN	124	2026-09-03	  `design/roadmap/357-the-statuses-the-follow-on-gate-does-not-cover.md`.
252	358	context	UNKNOWN	129	2026-09-03	  did, is `design/roadmap/358-the-unsafe-log-page-walk-in-revoke.md`.
252	117	context	at-creation	2026-09-03	2026-09-03	- **Done.** Two of M-117's own handoffs had rotted a second time and were fixed here by
252	247	context	at-creation	2026-09-03	2026-09-03	  a sentence spliced onto the next when M-247 removed its exemption list an hour after
252	207	context	at-creation	2026-09-03	2026-09-03	- **Decision.** Whether M-207 should be `BUILT` rather than `PARTIAL` is calef's, since a
253	247	context	at-creation	2026-09-03	2026-09-03	**The condition it tests does not exist until the merge happens.** While M-247's branch was
253	247	context	UNKNOWN	81	2026-09-03	M-247 merged reading IN-PROGRESS on its own branch; the check that refuses it can only
254	133	context	at-creation	2026-09-04	2026-09-03	**Status: BUILT** (2026-09-04). Split out of M-133 (ending a permanently blocked thread,
254	133	context	at-creation	2026-09-03	2026-09-03	## Why this is separable from M-133, and why it goes first
254	133	context	at-creation	2026-09-03	2026-09-03	So it can be taken with A, with B, or alone, and taking it first costs M-133 nothing.
254	133	context	at-creation	2026-09-03	2026-09-03	M-133's block states it as a hazard for every proposal:
254	12	context	at-creation	2026-09-03	2026-09-03	`abi::Error::Gone`, so the caller returns through a path that has existed since M-12.
254	133	context	at-creation	2026-09-03	2026-09-03	- **It does not reclaim the hung component's region**, which is M-133's capacity problem and
254	133	context	at-creation	2026-09-03	2026-09-03	  motivated M-133 and is answered by a deadline on `CALL` (M-106's fork, not this
254	106	context	at-creation	2026-09-03	2026-09-03	  motivated M-133 and is answered by a deadline on `CALL` (M-106's fork, not this
254	133	context	at-creation	2026-09-03	2026-09-03	- **Recorded.** A live-but-silent server still strands its caller. That is M-133's subject
254	106	context	at-creation	2026-09-03	2026-09-03	  (ending the thread) and M-106's (a deadline on `CALL`), and it is named in this block's
254	371	context	UNKNOWN	201	2026-09-03	  unrepresentable rather than swept: `design/roadmap/371-a-reply-capability-that-names-a-call.md`.
255	193	context	at-creation	2026-09-04	2026-09-04	the kernel crate's own compile, which M-193 already pays.
255	193	context	at-creation	2026-09-04	2026-09-04	M-193's `BUGS` says why it matters rather than merely being large:
255	193	context	at-creation	2026-09-04	2026-09-04	what M-193 already refused: *"nobody should imagine a proof over the kernel"*. It is
255	244	context	at-creation	2026-09-04	2026-09-04	the arch layer stubbed) over option B (lift pure logic into crates), and M-244 later declined
255	193	context	at-creation	2026-09-04	2026-09-04	M-193's own bar and the reason its result was credible: M-191 found no harness in
255	191	context	at-creation	2026-09-04	2026-09-04	M-193's own bar and the reason its result was credible: M-191 found no harness in
255	142	context	at-creation	2026-09-04	2026-09-04	this tree had ever caught a defect, and 193 answered by reintroducing M-142's real
255	193	context	at-creation	2026-09-04	2026-09-04	  M-193's own recorded limitation and applies here with more force, since `arch/` is where the
256	247	context	at-creation	2026-09-04	2026-09-04	M-247 sweep, out of M-165's Follow-on), on the evening xenon proved it from the
256	165	context	at-creation	2026-09-04	2026-09-04	M-247 sweep, out of M-165's Follow-on), on the evening xenon proved it from the
256	165	context	at-creation	2026-09-04	2026-09-04	AML, which M-165 refused and this block does not reopen.
256	215	context	at-creation	2026-09-04	2026-09-04	**Fail loudly when they disagree rather than falling back to the constant.** That is M-215's
256	215	context	at-creation	2026-09-04	2026-09-04	  suite passes there, including the two M-215 tests that reach a `virtio-blk-pci` function
256	165	context	UNKNOWN	230	2026-09-04	M-165 predicted it on 2026-09-02 and xenon confirmed it on 2026-09-04: `PCI_BAR_PHYS` was
257	218	context	at-creation	2026-09-05	2026-09-05	byte what M-218's script already emits, which is why this is a small change rather than a
257	218	context	at-creation	2026-09-05	2026-09-05	same card-only script M-218 shipped, byte for byte, and a test asserts the constant is
257	256	context	at-creation	2026-09-05	2026-09-05	because it is M-256's own lesson arriving in a new place. The obvious discovery is a
257	256	context	at-creation	2026-09-05	2026-09-05	   defect class M-256 is about, one layer out.
257	224	context	at-creation	2026-09-05	2026-09-05	PMIC, so the board does not come back. **calef accepted manual power on 2026-09-04**; M-224
257	16	context	at-creation	2026-09-05	2026-09-05	result (M-16's remaining piece), and remote power (224, accepted as manual). Two of the
257	218	context	later	2026-09-16	2026-09-05	M-218's block as well, where the hands-free claim it supports lives.
258	193	context	at-creation	2026-09-05	2026-09-05	and M-193 fixed the reachability that caused it. A real attacker-facing parser is what that
258	99	context	at-creation	2026-09-05	2026-09-05	a fixture rather than on a running `git`, since M-99 is `NOT-STARTED`.
258	198	context	at-creation	2026-09-05	2026-09-05	  M-198, which is what makes a customer path possible, and that is a longer chain than the
258	99	context	UNKNOWN	103	2026-09-05	there is no compression code anywhere in this tree, and M-99's case for `git` as the first
259	385	prerequisite	UNKNOWN	3	2026-09-05	**Status: BUILT** (2026-09-05). Minted 2026-09-05 by calef, as the other half of M-385,
259	385	context	UNKNOWN	4	2026-09-05	`design/roadmap/385-a-note-that-cites-a-milestone-that-moved.md`, which catches the notes that
259	247	context	at-creation	2026-09-05	2026-09-05	**The precedent is M-247** (follow-on work named by a finished milestone goes nowhere),
260	257	context	at-creation	2026-09-05	2026-09-05	knows nothing about RISC-V; M-257 built it, and the ratified name says netboot rather than a
260	257	context	at-creation	2026-09-05	2026-09-05	- **No fallback, by design, and that is a real difference from M-257.** radon's card can
260	257	prerequisite	later	2026-09-14	2026-09-05	PXE needs the DHCP server to point at the boot server, which M-257 could avoid and this
261	247	context	at-creation	2026-09-05	2026-09-05	M-247's failure class (work identified by a finished piece goes nowhere) applied to a
261	87	context	at-creation	2026-09-05	2026-09-05	rather than hidden behind Intel RST"*, on a machine M-87 selected partly for VT-d. The tour
261	87	context	at-creation	2026-09-05	2026-09-05	- **Cost: nothing, and one boot.** No purchase, unlike M-87's requirements list.
261	53	context	at-creation	2026-09-05	2026-09-05	in-kernel driver M-53 built; the work is moving the queue mechanics out to a confined process
261	318	superseded	later	2026-09-17	2026-09-05	image, so M-318 replaced it with a claim the test itself establishes. Every assertion is
261	16	context	at-creation	2026-09-05	2026-09-05	Under QEMU the same driver working is the prerequisite and not the proof: M-16b already
261	260	context	at-creation	2026-09-05	2026-09-05	  M-260 names are changed. That makes an iteration loop expensive in exactly the way the
261	16	context	later	2026-09-17	2026-09-05	  test is the kernel test's `confined_by_iommu` assertion plus M-16b's escape attempts**, and
261	202	context	later	2026-09-17	2026-09-05	  what is missing to meet M-202's convention is a replayable falsification: an EL0 server
261	202	context	later	2026-09-17	2026-09-05	  so M-202's convention (a claim, a test, a replayable falsification) is met by a test rather
262	118	context	at-creation	2026-09-05	2026-09-05	`AGENTS.md` is **1,043 lines under a hard ceiling with zero headroom by design** (M-118), and
